id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
19163,City Hotel,9,2017,May,22,28,2,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1
19164,City Hotel,198,2017,June,22,2,2,2,1,1,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,115.21,0,1
19165,City Hotel,42,2017,June,22,3,1,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,250,0,0
19166,City Hotel,16,2017,April,15,13,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,132.5,0,0
19167,City Hotel,316,2017,May,19,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.8,0,1
19168,City Hotel,195,2017,August,35,29,1,5,2,0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1
19169,City Hotel,29,2017,July,27,7,1,2,2,0,0,SC,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient-Party,140,0,1
19170,Resort Hotel,285,2017,June,25,20,2,8,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314,NULL,0,Transient,71.6,0,0
19171,City Hotel,105,2017,May,20,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0
19172,City Hotel,100,2017,May,21,26,2,6,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,135.89,0,0
19173,City Hotel,40,2017,August,35,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,NULL,451,0,Transient,95,0,0
19174,Resort Hotel,65,2017,May,18,3,3,9,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,95,0,0
19175,City Hotel,277,2017,July,28,13,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,1
19176,City Hotel,156,2017,August,32,10,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.5,0,0
19177,City Hotel,243,2017,July,30,26,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0
19178,City Hotel,126,2017,June,25,21,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,1
19179,Resort Hotel,91,2017,June,25,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,70.4,0,0
19180,Resort Hotel,203,2017,April,17,25,0,2,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,502,NULL,0,Transient-Party,90,0,0
19181,Resort Hotel,191,2017,April,18,30,2,5,1,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,56.71,0,0
19182,City Hotel,117,2017,May,19,7,2,1,1,0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,108,0,1
19183,Resort Hotel,296,2017,April,16,22,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,81,0,1
19184,City Hotel,134,2017,June,23,7,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,110,0,0
19185,City Hotel,189,2017,June,22,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,100,0,0
19186,City Hotel,82,2017,July,29,16,1,0,3,0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,190,0,1
19187,City Hotel,317,2017,June,23,9,2,5,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,142.2,0,0
19188,City Hotel,25,2017,May,22,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0
19189,Resort Hotel,330,2017,May,20,18,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,58.7,0,0
19190,Resort Hotel,100,2017,April,17,29,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,385,NULL,0,Transient-Party,85,0,0
19191,Resort Hotel,0,2017,August,31,2,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,H,1,No Deposit,NULL,NULL,0,Transient,180,0,0
19192,Resort Hotel,200,2017,July,29,21,4,11,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,172.2,0,1
19193,City Hotel,14,2017,April,16,19,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,135,0,3
19194,City Hotel,0,2017,May,20,20,0,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,170,0,0
19195,City Hotel,63,2017,May,21,24,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,122.4,0,0
19196,City Hotel,0,2017,May,21,22,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,75,0,1
19197,City Hotel,158,2017,June,25,23,2,2,2,2,0,BB,SVK,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,198,0,1
19198,City Hotel,409,2017,May,22,31,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0
19199,City Hotel,44,2017,April,16,20,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,85,0,0
19200,City Hotel,40,2017,May,18,4,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,149,0,0
19201,City Hotel,141,2017,August,34,23,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,150,0,2
19202,City Hotel,8,2017,April,14,8,2,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,115,0,0
19203,City Hotel,166,2017,May,22,30,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,92.17,0,1
19204,City Hotel,7,2017,May,20,15,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,13,A,A,0,No Deposit,NULL,40,0,Transient,65,0,2
19205,Resort Hotel,251,2017,April,17,29,2,5,2,2,0,BB,POL,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,108,0,0
19206,City Hotel,1,2017,August,33,19,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,188.1,0,1
19207,City Hotel,364,2017,August,32,8,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,116,0,0
19208,Resort Hotel,92,2017,April,16,17,1,0,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,0
19209,Resort Hotel,27,2017,May,19,10,0,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,94,0,1
19210,City Hotel,14,2017,June,25,22,0,1,1,0,0,BB,FRA,Corporate,Corporate,1,1,3,A,A,0,No Deposit,NULL,91,0,Transient,95,0,0
19211,City Hotel,348,2017,June,22,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0
19212,Resort Hotel,26,2017,April,17,29,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,85,0,1
19213,City Hotel,320,2017,June,24,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0
19214,City Hotel,43,2017,June,25,23,2,4,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,146.67,0,1
19215,City Hotel,93,2017,April,15,9,2,2,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0
19216,City Hotel,83,2017,July,28,9,2,0,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,NULL,0,Transient,190,0,2
19217,City Hotel,0,2017,July,28,9,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1
19218,City Hotel,332,2017,July,29,19,1,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,117,0,2
19219,Resort Hotel,200,2017,May,21,27,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,92.14,0,1
19220,Resort Hotel,120,2017,June,25,19,2,5,2,0,0,Undefined,PRT,Direct,Direct,0,0,0,D,D,4,No Deposit,250,NULL,0,Transient,210.14,1,2
19221,City Hotel,178,2017,July,27,7,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,143.1,0,0
19222,City Hotel,137,2017,June,24,12,1,3,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,189,0,0
19223,Resort Hotel,172,2017,August,34,25,2,5,2,0,0,FB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,5,NULL,0,Transient,202,0,0
19224,City Hotel,251,2017,May,21,27,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,125.1,0,1
19225,City Hotel,137,2017,August,35,29,0,5,1,0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,96.8,0,1
19226,City Hotel,197,2017,June,25,21,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,189,0,1
19227,City Hotel,120,2017,July,30,28,2,5,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,195,0,1
19228,City Hotel,141,2017,June,23,8,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.33,0,0
19229,City Hotel,251,2017,May,21,27,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,125.1,0,1
19230,City Hotel,308,2017,July,30,25,4,12,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1
19231,City Hotel,155,2017,April,15,13,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,130,0,0
19232,Resort Hotel,146,2017,June,23,10,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,125,0,3
19233,City Hotel,181,2017,July,30,25,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,80.1,0,0
19234,City Hotel,202,2017,August,33,18,2,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,0
19235,Resort Hotel,311,2017,August,32,11,2,2,1,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,201.6,0,1
19236,City Hotel,151,2017,June,23,5,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,2
19237,Resort Hotel,194,2017,April,15,15,6,15,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,47.5,0,2
19238,City Hotel,27,2017,June,24,12,1,2,1,0,0,BB,SWE,Direct,Direct,1,1,1,A,A,0,No Deposit,NULL,NULL,0,Transient,95,0,0
19239,City Hotel,110,2017,May,18,3,0,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1
19240,Resort Hotel,1,2017,May,22,31,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,2,12,A,E,0,No Deposit,NULL,135,0,Transient,75,1,2
19241,City Hotel,130,2017,May,21,26,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,112,0,1
19242,Resort Hotel,158,2017,June,24,16,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,125,0,0
19243,City Hotel,69,2017,April,15,15,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0
19244,City Hotel,143,2017,May,18,4,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,56,NULL,0,Transient,120,0,0
19245,Resort Hotel,257,2017,May,19,9,0,4,2,0,0,HB,LBN,Groups,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,91,0,0
19246,City Hotel,163,2017,August,34,23,0,3,2,2,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,200,0,1
19247,Resort Hotel,159,2017,July,29,22,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,212,0,0
19248,City Hotel,254,2017,August,34,20,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14,NULL,0,Transient,174,1,0
19249,City Hotel,87,2017,May,18,4,0,2,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,72.42,0,1
19250,City Hotel,89,2017,June,24,17,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,250,0,0
19251,Resort Hotel,204,2017,August,32,10,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,NULL,0,Transient,202,1,3
19252,City Hotel,320,2017,June,24,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0
19253,City Hotel,115,2017,May,20,18,0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135,0,0
19254,Resort Hotel,17,2017,August,32,8,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Group,116.5,0,0
19255,Resort Hotel,7,2017,May,21,23,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,127,NULL,0,Transient-Party,49.6,0,0
19256,City Hotel,1,2017,June,25,20,0,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14,NULL,0,Transient,191.75,0,2
19257,Resort Hotel,6,2017,August,33,14,1,1,2,2,0,BB,USA,Direct,Direct,0,0,0,H,H,0,No Deposit,NULL,NULL,0,Transient,300,0,1
19258,City Hotel,344,2017,May,20,15,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,NULL,0,Transient,109.8,0,1
19259,Resort Hotel,104,2017,August,31,3,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,230,0,2
19260,City Hotel,184,2017,July,27,4,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1
19261,City Hotel,9,2017,April,15,13,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,210,0,1
19262,Resort Hotel,302,2017,May,19,9,0,4,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,81,0,0
19263,City Hotel,171,2017,May,20,19,2,3,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,139.5,0,2
19264,City Hotel,148,2017,May,18,4,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171,NULL,0,Transient,95,0,0
19265,Resort Hotel,130,2017,July,26,1,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,181,NULL,0,Transient-Party,120,0,1
19266,City Hotel,133,2017,June,26,27,2,5,3,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,157.76,0,0
19267,Resort Hotel,85,2017,August,31,4,2,3,2,0,0,BB,ARG,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,197.93,0,0
19268,City Hotel,108,2017,May,20,16,0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,144,0,0
19269,Resort Hotel,27,2017,July,28,13,2,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,178,0,0
19270,City Hotel,80,2017,May,19,8,1,1,2,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,0
19271,City Hotel,128,2017,April,16,16,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,100,0,0
19272,City Hotel,6,2017,May,21,21,1,0,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,140,0,1
19273,Resort Hotel,51,2017,June,26,30,2,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,531,NULL,0,Transient,93,0,0
19274,Resort Hotel,18,2017,April,15,12,1,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,2,No Deposit,250,NULL,0,Transient,111.8,0,0
19275,City Hotel,144,2017,April,17,28,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,90.09,0,1
19276,City Hotel,210,2017,June,25,19,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154,NULL,0,Transient,130,0,0
19277,City Hotel,69,2017,May,19,10,2,7,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,9,NULL,0,Transient,186,0,3
19278,City Hotel,423,2017,July,29,22,1,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,122.4,0,1
19279,City Hotel,26,2017,June,26,27,0,3,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.33,0,1
19280,City Hotel,208,2017,August,31,2,0,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,157,0,1
19281,City Hotel,20,2017,July,27,2,1,0,2,0,0,SC,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1
19282,City Hotel,154,2017,June,25,23,0,2,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,220,0,0
19283,City Hotel,171,2017,April,17,27,0,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,89,0,0
19284,City Hotel,296,2017,July,30,28,2,3,2,2,0,BB,DOM,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,183.08,0,0
19285,City Hotel,423,2017,July,29,22,1,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,122.4,0,1
19286,Resort Hotel,185,2017,April,17,23,2,4,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,E,F,3,No Deposit,298,NULL,154,Transient-Party,93,0,0
19287,City Hotel,150,2017,July,29,22,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,166.5,0,0
19288,Resort Hotel,245,2017,August,33,17,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,222,0,2
19289,City Hotel,155,2017,July,31,31,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,139.5,0,0
19290,City Hotel,287,2017,April,17,27,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0
19291,City Hotel,101,2017,May,19,12,1,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,147,0,1
19292,City Hotel,71,2017,June,26,29,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,120,0,1
19293,Resort Hotel,172,2017,May,18,5,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,137,1,3
19294,City Hotel,51,2017,April,15,10,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0
19295,City Hotel,56,2017,June,25,22,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,133.33,0,0
19296,Resort Hotel,83,2017,August,34,20,6,13,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,204.74,0,1
19297,City Hotel,34,2017,August,34,23,0,2,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,144.5,0,2
19298,Resort Hotel,118,2017,June,23,10,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,196,0,2
19299,City Hotel,254,2017,May,19,12,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,139.5,0,0
19300,City Hotel,240,2017,July,30,23,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0
19301,City Hotel,52,2017,July,30,24,1,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,159.33,0,2
19302,City Hotel,221,2017,July,27,8,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,0
19303,City Hotel,124,2017,April,14,8,1,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,1
19304,Resort Hotel,170,2017,July,27,8,2,5,2,0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient,155.7,1,2
19305,City Hotel,19,2017,May,21,23,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1
19306,City Hotel,51,2017,August,34,23,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,129,0,1
19307,Resort Hotel,152,2017,April,14,5,1,4,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,4,No Deposit,NULL,223,0,Transient-Party,67,0,0
19308,City Hotel,223,2017,August,34,21,1,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.5,0,0
19309,City Hotel,8,2017,April,17,29,0,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1
19310,City Hotel,267,2017,August,33,15,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient,90,0,0
19311,City Hotel,221,2017,June,25,23,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,89.1,0,2
19312,City Hotel,320,2017,June,24,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0
19313,City Hotel,158,2017,August,33,16,0,1,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,164.7,0,0
19314,City Hotel,46,2017,May,19,7,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,166.68,0,0
19315,City Hotel,150,2017,June,24,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,120,0,0
19316,City Hotel,273,2017,July,27,4,0,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,89.1,0,1
19317,Resort Hotel,14,2017,May,21,23,4,10,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,3,No Deposit,250,NULL,0,Transient,103.79,0,2
19318,City Hotel,118,2017,August,33,14,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1
19319,City Hotel,112,2017,June,26,25,2,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,NULL,0,Transient,135,0,1
19320,City Hotel,14,2017,July,27,5,0,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,160,0,1
19321,Resort Hotel,107,2017,May,20,20,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,410,NULL,0,Transient,47.5,0,1
19322,City Hotel,9,2017,July,29,20,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,95.2,0,1
